ec5_uuid;created_at;1_TIme;2_NC;4_MN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_LN_Behavior;29_Contact;30_AR;31_3M;Unnamed: 28;highlight
31347887-c7b7-4b79-9ade-3ce14f50b042;2025-03-12T01:53:25.000Z;10:53;Yes;PL;;SR;;Being followed by NR;RS;;;;;PL;;ST;;Chasing MN;RS;;;;;RS;;;;;green
10f15212-7a54-45e1-8fab-724cda211a02;2025-03-12T01:56:15.000Z;10:55;NO;RS;;;SR, TN;;RS;;;;;RS;;TN;ST;;RL;;;;;RS;;SR;ST;;
3dcbcc91-0043-4c58-b07d-ea1ba2bc1281;2025-03-12T01:58:00.000Z;10:57;NO;M;;;TN, SR;;RS;;;;;RL;;TN;ST;;RL;;;;;RS;;SR;ST;;
d789dbd2-fd0d-4561-b0f8-1ab5304f555b;2025-03-12T02:00:00.000Z;10:59;NO;RS;;;TK;;RS;;;;;RL;;;TN;;RL;;;ST;;RS;;;SR;;red
4d63c287-c589-4fff-b979-80a457067d13;2025-03-12T02:01:26.000Z;11:01;Yes;RS;;;TK;;RS;;;;;RL;;;TN;;RL;;;ST;;RS;;;SR;;green
e75e0fe9-4373-41c8-8ec6-e640eca769fb;2025-03-12T02:03:27.000Z;11:03;Yes;RS;;;TK;;RS;;;;;RL;;;TN;;RL;;;ST;;RS;;;SR;;green
16624d88-56e5-4145-b903-390aaf85e30d;2025-03-12T02:05:39.000Z;11:05;Yes;RS;;;TK;;RS;;;;;RL;;;TN;;RL;;;ST;;RS;;;SR;;green
e643c9c5-b0e2-42ee-8c1d-bc41beed0404;2025-03-12T02:07:26.000Z;11:07;Yes;RS;;;TK;;RS;;;;;RL;;;TN;;RL;;;ST;;RS;;;SR;;green
ef8841e2-2a8e-4c05-962b-802da150d7cc;2025-03-12T02:10:17.000Z;11:09;NO;RS;;TK;;;RL;;SR, TN;;;RL;;NY;TN;;RL;;ST;;;RS;;NY;SR;;
4fcdda7c-a1ad-4542-a41e-8e6f94bd7110;2025-03-12T02:12:13.000Z;11:11;NO;GM;SR;;TN;;RS;;;;;GM;ST;;TN;;RL;;;;;RS;;;ST, SR;;red
e359e54f-5366-42bc-bdc2-7cba285bc867;2025-03-12T02:13:22.000Z;11:13;Yes;GM;SR;;TN;;RS;;;;;GM;ST;;TN;;RL;;;;;RS;;;ST, SR;;green
9105754e-4660-45aa-9b47-4565f8b3dd9d;2025-03-12T02:16:02.000Z;11:15;NO;GM;SR;;TN;;SD;;;;;GM;ST;;TN;;RS;;;;;RS;;;ST, SR;;
600ace7c-d233-4274-9f89-3fff5c2b3f11;2025-03-12T02:18:24.000Z;11:17;NO;GG;SR;;TN;;RS;;;;;GR;ST;;TN;;RS;;;;;RS;;;ST, SR;;red
dd3b16c1-2c0e-4a43-9544-00a81805cd98;2025-03-12T02:19:31.000Z;11:19;Yes;GG;SR;;TN;;RS;;;;;GR;ST;;TN;;RS;;;;;RS;;;ST, SR;;green
c207273e-ae27-4bae-bc29-b2ec09a179bd;2025-03-12T02:21:59.000Z;11:21;NO;GM;SR;;TN;;RS;;;;;GM;ST;;TN;;RS;;;;;RS;;;ST, SR;;red
907f302e-38ba-47c3-a7b9-93d7097354fd;2025-03-12T02:23:25.000Z;11:23;Yes;GM;SR;;TN;;RS;;;;;GM;ST;;TN;;RS;;;;;RS;;;ST, SR;;green
ed73325d-10ce-41ba-8305-7f6f17370fc4;2025-03-12T02:25:26.000Z;11:25;Yes;GM;SR;;TN;;RS;;;;;GM;ST;;TN;;RS;;;;;RS;;;ST, SR;;green
e96dd08b-336e-49f5-bef6-54e3fcf28374;2025-03-12T02:27:57.000Z;11:27;NO;RS;;;TN;;M;;;;;M;;;;;RS;;;;;RS;;;ST;;
e3b8449b-b991-4c73-b55f-c8706c27979c;2025-03-12T02:29:57.000Z;11:29;NO;GM;SR;;TN;;M;;;;;GM;ST;;TN;;RS;;;;;RS;;;ST, SR;;
122f8bc0-8fa1-475b-a5b8-b3d7b6853dbb;2025-03-12T02:32:10.000Z;11:31;NO;GM;SR;;TN;;RS;;TK;;;GM;ST;;TN;;RS;;NY;;;RS;;;ST, SR;;red
68e8e9b1-a3ed-4ead-935c-40aca173b6bd;2025-03-12T02:33:21.000Z;11:33;Yes;GM;SR;;TN;;RS;;TK;;;GM;ST;;TN;;RS;;NY;;;RS;;;ST, SR;;green
244ac743-f4d8-491b-8685-b90d26b639c7;2025-03-12T02:35:21.000Z;11:35;Yes;GM;SR;;TN;;RS;;TK;;;GM;ST;;TN;;RS;;NY;;;RS;;;ST, SR;;green
374726e8-2b64-413a-8fcc-458a0bf3dcb6;2025-03-12T02:37:55.000Z;11:37;NO;GM;SR;;TN;;RS;;;TK;;GM;ST;;TN;;RS;;;NY;;RS;;;ST, SR;;
5f2b6410-e80c-44a2-b53a-cf22613a69d6;2025-03-12T02:40:11.000Z;11:39;NO;GM;SR;;TK, TN;;RS;;;;;GM;ST;;TN, TK;;GG;TN;;ST, SR;;GR;TK;;ST, SR;;red
ed61246b-fdd7-4696-b39d-2425e5a06573;2025-03-12T02:41:29.000Z;11:41;Yes;GM;SR;;TK, TN;;RS;;;;;GM;ST;;TN, TK;;GG;TN;;ST, SR;;GR;TK;;ST, SR;;green
ed8b206a-e04a-4d9f-b028-66743f0ef3da;2025-03-12T02:43:25.000Z;11:43;Yes;GM;SR;;TK, TN;;RS;;;;;GM;ST;;TN, TK;;GG;TN;;ST, SR;;GR;TK;;ST, SR;;green
fda4a6d8-1111-4a43-8421-db9390115468;2025-03-12T02:45:23.000Z;11:45;Yes;GM;SR;;TK, TN;;RS;;;;;GM;ST;;TN, TK;;GG;TN;;ST, SR;;GR;TK;;ST, SR;;green
70949c9d-07ba-44b8-9df2-733b0cf7f603;2025-03-12T04:20:50.000Z;13:19;NO;M;;;NY, TK, SR, TN;;E;;;SR;;E;;;NY;;RS;;TN;ST;;E;;TK;ST;;
ace73028-2390-49b0-abf7-174a699ad197;2025-03-12T04:22:09.000Z;13:21;NO;RS;;TK, TN;;;RS;;;SR;;E;;;NY;;RS;;TN, ST;;;E;;ST, TK;;;
83cc4527-86e7-4ff2-8721-4f64d4c70c90;2025-03-12T04:24:08.000Z;13:23;NO;RS;;TN;TK;;E;;;SR;;E;;;NY;;RS;;;TN, ST;;E;;ST;TK;;
bdd1b0d0-e7a5-4fa9-b28d-fadb3838ba18;2025-03-12T04:25:37.000Z;13:25;NO;RS;;TN;TK;;RS;;;;;E;;;;;RS;;;ST, TN;;RS;;ST;TK;;
1e1d6a7c-a1c8-4b9e-8048-96d83d0faa1e;2025-03-12T04:27:53.000Z;13:27;NO;RS;;TN;TK;;E;;;SR;;E;;;NY;;RS;;;TN, SR;;E;;ST;TK;;
11b983f2-6d52-4cb4-a28b-371b4cbfadb6;2025-03-12T04:30:05.000Z;13:29;NO;E;;TN;NY, TK;;E;;TN, TK;ST;;E;;;;;RS;;ST;TN, ST;;E;;ST, NY;TK;;
451a241a-8934-4305-93d2-86e5d9db261d;2025-03-12T04:32:06.000Z;13:31;NO;E;;TN, NY;TK;;E;;ST;TN, TK;;E;;;;;RS;;;TN, ST, NY;;E;;ST;TK, NY;;
f50b297b-bc2c-44b0-8541-5cc2ee920b98;2025-03-12T04:34:18.000Z;13:33;NO;E;;TN, NY;TK;;M;;ST;TK, TN;;E;;;;;RS;;;TN, ST, NY;;E;;ST;TK, NY;;
6de56a74-25b9-40f0-b29b-43d5362f0ef8;2025-03-12T04:35:53.000Z;13:35;NO;E;;;TK, NY, SR;;E;;;SR, TK, ST;;E;;;TK, ST, NY;;E;;;NY, ST, SR;;E;;;;;
d0debbe9-aaa4-4720-8f8e-118ad4e2a0dd;2025-03-12T04:37:52.000Z;13:37;NO;E;;;SR, TK, NY;;M;;;ST, TK, SR;;M;;;ST, TK, NY;;E;;;ST, NY, SR;;RS;;;;;
65f81822-a6e9-499a-bbe2-d303739da342;2025-03-12T04:40:00.000Z;13:39;NO;M;;;NY;;M;;;ST;;E;;TN;;;M;;;;;RS;;SR;;;
216223ee-97d0-4254-8bc3-850901641459;2025-03-12T04:42:13.000Z;13:41;NO;RS;;;;;RS;;;TN, SR;;E;;TN;NY, TK;;RS;;;SR;;RS;;;NY, TK, SR;;
3b39d206-7bbc-43a8-8df1-aa2b5902cef5;2025-03-12T04:43:59.000Z;13:43;NO;E;;;SR;;E;;;TK, TN;;E;;;ST;;RS;;;TN, NY;;RS;;;TK, NY;;
74aeaa1c-33ab-4226-b480-ae7e0b9442f2;2025-03-12T04:46:22.000Z;13:45;NO;PL;;SR;;NR following MN;E;;;TN, TK;;PL;;ST;;Following MN;RS;;;TN, NY;;RS;;;NY, TK;;
7a8dd9c5-e788-4bd2-b2cc-87a86fee3b37;2025-03-12T04:47:51.000Z;13:47;NO;RS;;;;;RS;;;TK, TN;;RS;;;;;RS;;;TN, NY;;RS;;;NY, TK;;
41ee1bdd-6c7d-446a-9899-ec7d93eef98c;2025-03-12T04:50:29.000Z;13:49;NO;PL;;SR;;Followed by NR;RS;;;TK, TN;;PL;;ST;;Following mn;RS;;;TN, NY;;RS;;;NY, TK;;
80ff5ce2-3c75-4577-80d5-28c4d6d2c383;2025-03-12T04:51:58.000Z;13:51;NO;RS;;;SR;;RS;;;TK, TN;;M;;;ST;;RS;;;TN, NY;;RS;;;NY, TK;;
fb170e91-de7c-4f2a-8450-21d322ba57af;2025-03-12T04:54:32.000Z;13:53;NO;PL;;SR, NY;;Being chased by NY;PL;;;ST;ChasingMN;M;;;ST;;RS;;;TN;;RS;;;TK;;
08875e01-3267-41d2-9d9b-0f34b9ab2b02;2025-03-12T04:55:53.000Z;13:55;NO;RS;;;;;M;;;;;M;;;;;RS;;;TN;;RS;;;TK;;
820a503b-2237-4125-af88-51a8bae9eb0a;2025-03-12T04:57:59.000Z;13:57;NO;RS;;;;;M;;;;;RS;;TK;TN;;RS;;SR;TN;;RS;;;TK, SR;;
3c51243a-e3b1-46f8-a437-a310243a4d02;2025-03-12T04:59:53.000Z;13:59;NO;M;;;;;RS;;;;;M;;;TK;;RS;;;SR;;M;;;;;
e464937c-a5da-49b7-82c9-781b50407553;2025-03-12T05:01:40.000Z;14:01;NO;M;;SR;;;RS;;;;;M;;ST;;;RS;;;;;RS;;;;;
19027291-bc76-4f91-94e7-2488c5126efd;2025-03-12T05:03:35.000Z;14:03;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;
7ae9655a-c821-4c0c-89d3-dc8fab8ffcf9;2025-03-12T05:05:49.000Z;14:05;NO;RS;;;TN;;RS;;;;;RS;;;;;RS;;;;;RS;;;ST;;
597558f8-0186-44f4-81b9-2d2e89d7d24d;2025-03-12T05:08:12.000Z;14:07;NO;RS;;;TN;;RS;;;;;RS;;;;;RS;;;;;RS;;;ST;;
076caf27-3ddc-4ac8-9b01-63fd30ca5121;2025-03-12T05:09:45.000Z;14:09;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;TN;;RS;;;TK;;
8620f139-f793-4453-9f17-925a07b306c2;2025-03-12T05:12:07.000Z;14:11;NO;PL;;;SR;NR following MN;RS;;;TK;;PL;;;ST;Following MN;RS;;;NY;;RS;;;;;
47cdad12-2e84-4367-8d6e-e366267b8ecc;2025-03-12T05:13:48.000Z;14:13;NO;M;;;TN;;M;;;;;M;;;;;RS;;;;;RS;;;ST;;
f5198074-4a63-4428-82a9-849e02b7c07d;2025-03-12T05:15:58.000Z;14:15;NO;M;;;SR, TK, NY;;M;;;TK, SR, ST;;M;;;ST, TK, NY;;M;;;SR, ST, NY;;RS;;;;;
cb4ba31f-2eae-4014-8a9d-2adb9930b518;2025-03-12T05:17:36.000Z;14:17;NO;RS;;;;;RS;;;;;M;;;;;RS;;;;;RS;;;;;
751e1520-91bd-4bda-bff8-30bd21b7367a;2025-03-12T05:19:43.000Z;14:19;NO;M;;;;;M;;;;;M;;;;;RS;;;;;RS;;;;;
7bcc73d4-c6f3-4717-96c0-03fd20d2d797;2025-03-12T05:22:27.000Z;14:21;NO;RS;;;TK;;RS;;;;;M;;;;;M;;;ST;;RS;;;;;
9efb92a5-6656-4baf-87e0-601716676bc8;2025-03-12T05:24:11.000Z;14:23;NO;M;;NY;;;M;;ST;;;PL;;TK;;Chasing TK;PL;;SR;;Running;RS;;;;;
766af7fc-28e3-4c99-9512-9d80dabbbb5a;2025-03-12T05:25:42.000Z;14:25;NO;RS;;;;;RS;;;;;M;;;TK;;M;;;SR;;RS;;;;;
27adf37e-1d10-4376-9887-da807ccc105e;2025-03-12T05:28:44.000Z;14:27;NO;PL;;SR;;NR following mn;RS;;;TK;;PL;;ST;;Following MN;RS;;;NY;;RS;;;;;
2a93667e-a460-41e8-8d62-9addd6aca8f3;2025-03-12T05:29:39.000Z;14:29;NO;RS;;;;;RS;;;;;PL;;TK;;;PL;;SR;;Following NR;RS;;;;;red
f423c601-a907-41d2-a8ab-7aacb8f41b0e;2025-03-12T05:31:24.000Z;14:31;Yes;RS;;;;;RS;;;;;PL;;TK;;;PL;;SR;;Following NR;RS;;;;;green
e8a8fda3-f215-47ac-b62e-55ca1c6d0205;2025-03-12T05:33:37.000Z;14:33;NO;RS;;;;;M;;;;;M;;;;;RS;;;;;RS;;;;;
1305166b-5863-43aa-b383-9b830490a346;2025-03-12T05:35:57.000Z;14:35;NO;RS;;;;;RS;;;;;PL;TK;;;Wrestling;PL;;;;Wrestling;RS;;;;;
4e09b42a-b6fc-4a6d-994f-85972c60e967;2025-03-12T05:35:57.000Z;14:37;NO;RS;;;;;RS;;;;;RS;;;TK;;RS;;;SR;;RS;;;;;
a9694ae5-9cf8-4769-8e45-471bb1589581;2025-03-12T05:40:13.000Z;14:39;NO;RS;;;;;RS;;;;;PL;TK;;;Swinging on rope , slapping TK;PL;SR;;;Slapping, chasing NR;RS;;;;;
22dd2697-736a-47bf-98f3-5b0a049f4a3e;2025-03-12T05:41:50.000Z;14:41;NO;RS;;;;;RS;;;;;PL;TK;;;Wrestling;PL;SR;;;Wrestling;RS;;;;;
19e47ecb-656f-4f0d-bad1-1cc00e98bd40;2025-03-12T05:43:37.000Z;14:43;NO;RS;;;;;RS;;;;;M;;;;;M;;;;;RS;;;;;
51d8c48a-8260-4821-9814-79092498ac39;2025-03-12T05:45:52.000Z;14:45;NO;RS;;;;;RS;;;;;PL;;TK;;Chasing TK;PL;;SR;;Chase;RS;;;;;
cbfbced7-1a7a-4b57-9a75-400a538a76b6;2025-03-19T01:21:24.000Z;10:20;NO;GM;NR;;;;M;;;TK, LN;;GM;MT;;;;RS;LN;;NY;;RS;;TK;NY;;
6e686e05-84a3-46ca-be7d-85a43bd993cc;2025-03-19T01:23:03.000Z;10:22;NO;GM;NR;;;;RS;;;;;GM;MT;;;;RS;;LN;;;RS;;TK;;;red
57814164-21d5-48ab-aa0b-b5ad0024ac73;2025-03-19T01:24:36.000Z;10:24;Yes;GM;NR;;;;RS;;;;;GM;MT;;;;RS;;LN;;;RS;;TK;;;green
7c00cfa9-cc89-4023-aad7-4d2bc37de97d;2025-03-19T01:27:12.000Z;10:26;NO;M;;;;;M;;TK;;;M;;;;;RS;;NY;;;RS;;;;;
cff487cf-d495-4ddb-900a-684c362b823e;2025-03-19T01:29:10.000Z;10:28;NO;E;;;;;RS;;LN;;;RS;;;;;RS;;;;;RS;;NY;;;
3f6a9200-f467-4ad9-962f-4ec8ec53d9cb;2025-03-19T01:47:22.000Z;10:46;NO;RS;;;;;RS;;LN;;;GG;TK;;;;GR;NR;;;;RS;;NY;;;red
b14eb88e-e032-4ce1-bf20-ee9e8703a2c4;2025-03-19T01:48:39.000Z;10:48;Yes;RS;;;;;RS;;LN;;;GG;TK;;;;GR;NR;;;;RS;;NY;;;green
e05c2d48-75dc-43fa-b710-a52403501063;2025-03-19T01:51:39.000Z;10:50;NO;GG;TK, NR;;;;RS;;LN;;;GG;MT;TK;;;GR;MT;NR;;;RS;;NY;;;
113d6e73-4658-4aad-9a20-07c443c04598;2025-03-19T01:53:28.000Z;10:52;NO;GG;TK;NR;;;RS;;LN;;;GG;TK;MT;;;GR;MT, NR;;;;RS;;NY;;;
bb49298c-6e97-4574-bea2-f5293d4e90cb;2025-03-19T01:55:42.000Z;10:54;NO;GM;TK;;;;RS;;;;;RS;;LN;;;GM;MT;;;;RS;;NR;;;red
3e055c0f-6a2c-464d-9bf3-90662f0554ba;2025-03-19T01:56:38.000Z;10:56;Yes;GM;TK;;;;RS;;;;;RS;;LN;;;GM;MT;;;;RS;;NR;;;green
a2d6f182-c764-43ab-84eb-5a0a4d12e5dd;2025-03-19T01:58:43.000Z;10:58;Yes;GM;TK;;;;RS;;;;;RS;;LN;;;GM;MT;;;;RS;;NR;;;green
da42b84e-68e4-4509-b7f3-1daf591f8ac4;2025-03-19T02:00:38.000Z;11:00;Yes;GM;TK;;;;RS;;;;;RS;;LN;;;GM;MT;;;;RS;;NR;;;green
f97a002e-edbb-4b75-9ac3-c2b02cff24c4;2025-03-19T02:03:30.000Z;11:02;NO;GM;TK;;;;RS;;LN;NR;;RS;;LN;NY;;GM;MT;;;;RS;;;NR, NY;;red
876313b6-0711-491f-9439-b954d9d1d7df;2025-03-19T02:04:50.000Z;11:04;Yes;GM;TK;;;;RS;;LN;NR;;RS;;LN;NY;;GM;MT;;;;RS;;;NR, NY;;green
95a961fc-06f0-426a-9cf4-0ea3df81773e;2025-03-19T02:07:27.000Z;11:06;NO;GM;TK;;;;RS;;NR;LN;;RS;;NY, LN;;;GM;MT;;;;RS;;NR;NY;;red
22c96d22-c66c-4054-86a4-60f1007b6720;2025-03-19T02:08:36.000Z;11:08;Yes;GM;TK;;;;RS;;NR;LN;;RS;;NY, LN;;;GM;MT;;;;RS;;NR;NY;;green
b68de7aa-afc4-47b8-a121-e46ed7a58e51;2025-03-19T02:10:36.000Z;11:10;Yes;GM;TK;;;;RS;;NR;LN;;RS;;NY, LN;;;GM;MT;;;;RS;;NR;NY;;green
a2f31d31-697d-46e7-9b76-a0f8f0a0d4df;2025-03-19T02:12:37.000Z;11:12;Yes;GM;TK;;;;RS;;NR;LN;;RS;;NY, LN;;;GM;MT;;;;RS;;NR;NY;;green
3f31e205-9951-4e4d-9b6d-68ac7bbedc24;2025-03-19T02:14:36.000Z;11:14;Yes;GM;TK;;;;RS;;NR;LN;;RS;;NY, LN;;;GM;MT;;;;RS;;NR;NY;;green
cd000a2b-5690-4f5d-ac3a-d4dccdeee4b3;2025-03-19T02:16:37.000Z;11:16;Yes;GM;TK;;;;RS;;NR;LN;;RS;;NY, LN;;;GM;MT;;;;RS;;NR;NY;;green
176dbb3d-9be2-4fa7-a694-ac87c0922b0d;2025-03-19T02:18:40.000Z;11:18;Yes;GM;TK;;;;RS;;NR;LN;;RS;;NY, LN;;;GM;MT;;;;RS;;NR;NY;;green
ac91ebb1-7b28-4b4a-a4e3-36c42716eba9;2025-03-19T02:20:38.000Z;11:20;Yes;GM;TK;;;;RS;;NR;LN;;RS;;NY, LN;;;GM;MT;;;;RS;;NR;NY;;green
01299146-e8c2-4307-8fdf-c7a634e6f97a;2025-03-19T02:23:05.000Z;11:22;NO;GM;TK;;;;RS;;LN;;;RS;;;;;GM;MT;;;;RS;;NY;;;
2e6c522f-6806-4536-aedb-06ea0c455024;2025-03-19T02:25:03.000Z;11:24;NO;GM;TK;;;;M;;LN;;;RS;;;;;GM;MT;;;;RS;;NY;;;
ab06e6d3-54ae-4174-9670-9ee8257966f3;2025-03-19T02:27:03.000Z;11:26;NO;GM;TK;;;;RS;;;;;GG;LN;;;;GM;MT;;;;GR;NR;;;;red
3545d4ca-b4c2-4c98-939b-866a59e660de;2025-03-19T02:28:38.000Z;11:28;Yes;GM;TK;;;;RS;;;;;GG;LN;;;;GM;MT;;;;GR;NR;;;;green
b8933c89-4387-4b60-8345-d65c4a08fb6a;2025-03-19T02:30:55.000Z;11:30;NO;GM;TK;;;;RS;;;;;RS;;LN;;;GM;MT;;;;RS;;NR;;;red
89e4c126-14c8-4dc0-9956-ca8e084ede02;2025-03-19T02:32:37.000Z;11:32;Yes;GM;TK;;;;RS;;;;;RS;;LN;;;GM;MT;;;;RS;;NR;;;green
446e2f98-dc53-4df8-a671-1392fc4a8ffe;2025-03-19T02:34:38.000Z;11:34;Yes;GM;TK;;;;RS;;;;;RS;;LN;;;GM;MT;;;;RS;;NR;;;green
a71c8306-ce39-4b16-82b3-21c24310f3dd;2025-03-19T02:36:40.000Z;11:36;Yes;GM;TK;;;;RS;;;;;RS;;LN;;;GM;MT;;;;RS;;NR;;;green
db44e5ea-3811-4079-aef7-2cbe8586527c;2025-03-19T02:39:07.000Z;11:38;NO;RS;;;TK;;RS;;;;;RS;;;LN;;RS;;;MT;;RS;;;NR;;red
56bcd091-099f-44f0-9ba9-f4d521b5ac33;2025-03-19T02:40:40.000Z;11:40;Yes;RS;;;TK;;RS;;;;;RS;;;LN;;RS;;;MT;;RS;;;NR;;green
07abe4a8-a750-45a6-9771-2e3d48c21237;2025-03-19T02:42:35.000Z;11:42;Yes;RS;;;TK;;RS;;;;;RS;;;LN;;RS;;;MT;;RS;;;NR;;green
6aa4c3c8-7382-4a03-8c71-9286f2f16567;2025-03-19T02:45:07.000Z;11:44;NO;RS;;;;;RS;;;;;RS;;LN;;;RS;;;;;RS;;NR;;;
ba23b802-9dab-4967-823c-7e42bd2647ce;2025-03-19T02:47:15.000Z;11:46;NO;GM;NR;;;;RS;;;;;GM;MT;;;;RS;;LN;;;RS;;TK;;;
93bc26dd-f6af-4c83-88ae-8e85e3d332c6;2025-03-19T04:20:28.000Z;13:19;NO;E;;NY;NR;;E;;MT;NR;;E;;;MT, NY;;RS;;LN;;;E;;TK;;;
5e07edef-373c-43fc-b9ff-bc2e6008c419;2025-03-19T04:22:36.000Z;13:21;NO;E;;;NY, NR;;M;;;MT, NR;;E;;;MT;;E;;LN;;;E;;TK;;;
bbff7911-3f41-46e8-a575-ccd1b5dd43e8;2025-03-19T04:24:36.000Z;13:23;NO;E;;;NY;;E;;;MT;;E;;;;;RS;;LN;;;E;;TK;;;red
5461cbf6-3a6b-4e12-8dd0-01cb38a6608e;2025-03-19T04:25:56.000Z;13:25;Yes;E;;;NY;;E;;;MT;;E;;;;;RS;;LN;;;E;;TK;;;green
19fbf5cf-4481-4c73-888c-07cf820a4bab;2025-03-19T04:28:35.000Z;13:27;NO;E;;;NY;;E;;;MT;;E;;;;;RS;;;;;RS;;;;;
83411bde-943f-4c98-ac96-32770c5c66df;2025-03-19T04:30:41.000Z;13:29;NO;E;;LN;NY;;E;;;MT, LN;;E;;;;;RS;;;;;RS;;MT;NY;;
bee992fe-3395-4ec5-bbaf-1952472c9cc7;2025-03-19T04:32:26.000Z;13:31;NO;E;;LN;;;E;;;NR;;E;;;NY;;RS;;;;;RS;;MT;;;
28af1b4f-7644-4f6e-b29e-9cc233e9012a;2025-03-19T04:34:18.000Z;13:33;NO;E;;LN;;;M;;;TK;;E;;;;;RS;;;NY;;RS;;MT;;;
8ec3dbfc-2714-4420-a433-fbfc4f4441de;2025-03-19T04:36:52.000Z;13:35;NO;E;;;LN, NY;;E;;;LN, MT;;E;;;;;E;;;;;RS;;;NY, MT;;red
9256c339-af2b-41f5-8936-ddbe1710ba77;2025-03-19T04:37:52.000Z;13:37;Yes;E;;;LN, NY;;E;;;LN, MT;;E;;;;;E;;;;;RS;;;NY, MT;;green
aa6831d2-3a2b-452f-853d-a72067a3e461;2025-03-19T04:39:53.000Z;13:39;Yes;E;;;LN, NY;;E;;;LN, MT;;E;;;;;E;;;;;RS;;;NY, MT;;green
23599e81-f000-4679-9eaa-6a06cae0e094;2025-03-19T04:42:24.000Z;13:41;NO;E;;;TK;;RS;;;;;E;;;;;RS;;;MT;;RS;;;;;
a1e774c5-e8a3-4d76-8116-0ede3ea2388d;2025-03-19T04:44:26.000Z;13:43;NO;E;;;TK;;RS;;;LN;;E;;;;;RS;;;MT;;RS;;;NY;;red
646bcb7d-fa54-4e3a-bede-77cbe15faeaa;2025-03-19T04:45:52.000Z;13:45;Yes;E;;;TK;;RS;;;LN;;E;;;;;RS;;;MT;;RS;;;NY;;green
947ca720-f72f-4901-8ce9-0b17a8b613a3;2025-03-19T04:47:52.000Z;13:47;Yes;E;;;TK;;RS;;;LN;;E;;;;;RS;;;MT;;RS;;;NY;;green
f25c4856-39f7-4e33-9a9c-95f62e107152;2025-03-19T04:50:14.000Z;13:49;NO;RS;;;TK;;RS;;;;;E;;;;;RS;;;MT;;RS;;;;;red
422d42ae-f6d9-4abf-abd1-6b55e69509bd;2025-03-19T04:51:57.000Z;13:51;Yes;RS;;;TK;;RS;;;;;E;;;;;RS;;;MT;;RS;;;;;green
964bce44-5978-4570-a6f0-9927fad9b7ab;2025-03-19T04:54:23.000Z;13:53;NO;RS;;;TK, NR;;RS;;;;;E;;TK;MT;;RS;;NR;MT;;RS;;;;;red
96f71763-039d-4f38-8537-c4b101acea97;2025-03-19T04:55:58.000Z;13:55;Yes;RS;;;TK, NR;;RS;;;;;E;;TK;MT;;RS;;NR;MT;;RS;;;;;green
5c7cbbc4-a395-4e20-bc18-38a23681750d;2025-03-19T04:58:59.000Z;13:57;NO;RS;;;LN, NR, TK;;RS;;;;;RS;;LN, TK;MT;;RS;;LN, NR;MT;;RS;;TK, NR;MT;;red
79cf03d9-69fd-455e-b4b1-eada29c42459;2025-03-19T05:00:29.000Z;14:00;Yes;RS;;;LN, NR, TK;;RS;;;;;RS;;LN, TK;MT;;RS;;LN, NR;MT;;RS;;TK, NR;MT;;green
ce2ccfdf-f9b6-485b-aff0-fe1a21be93f7;2025-03-19T05:02:01.000Z;14:01;Yes;RS;;;LN, NR, TK;;RS;;;;;RS;;LN, TK;MT;;RS;;LN, NR;MT;;RS;;TK, NR;MT;;green
