ec5_uuid;created_at;1_TIme;2_NC;4_MN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_LN_Behavior;29_Contact;30_AR;31_3M;Unnamed: 28;highlight
5c8eaa76-801d-47eb-9730-12fdd1430912;2025-03-19T05:03:58.000Z;14:03;Yes;RS;;;LN, NR, TK;;RS;;;;;RS;;LN, TK;MT;;RS;;LN, NR;MT;;RS;;TK, NR;MT;;green
fbdc0634-4619-4768-9be5-ee9079556945;2025-03-19T05:05:53.000Z;14:05;Yes;RS;;;LN, NR, TK;;RS;;;;;RS;;LN, TK;MT;;RS;;LN, NR;MT;;RS;;TK, NR;MT;;green
9a72ee2f-09a7-49dd-a1d3-463c0a3eda82;2025-03-19T05:08:45.000Z;14:07;NO;M;;TK;NR, LN;;RS;;;;;RS;;TK, LN;;;RS;;NR, LN;;;RS;;TK, NR;;;
ed168593-1d5f-40c8-b0e9-f7adccef3963;2025-03-19T05:10:32.000Z;14:09;NO;RS;;NY;;;RS;;MT;;;RS;;LN, TK;;;RS;;LN, NR;;;RS;;NR, TK;;;red
82f55e34-026e-4a6e-b1f2-6bd5b901f3d9;2025-03-19T05:11:53.000Z;14:11;Yes;RS;;NY;;;RS;;MT;;;RS;;LN, TK;;;RS;;LN, NR;;;RS;;NR, TK;;;green
fdbb533f-ca82-490a-bcda-fe9b038451ff;2025-03-19T05:14:27.000Z;14:13;NO;RS;;NY;;;RS;;MT;;;GM;TK;LN;;;GM;NR;LN;;;RS;;TK, NR;;;red
8cb74f8d-7361-41dd-9113-87bf84bfa141;2025-03-19T05:15:55.000Z;14:15;Yes;RS;;NY;;;RS;;MT;;;GM;TK;LN;;;GM;NR;LN;;;RS;;TK, NR;;;green
2f12eb22-e741-4ff2-80f4-8a3f88281752;2025-03-19T05:17:54.000Z;14:17;Yes;RS;;NY;;;RS;;MT;;;GM;TK;LN;;;GM;NR;LN;;;RS;;TK, NR;;;green
91dd7cff-0626-4360-9caa-6246c3e26738;2025-03-19T05:19:56.000Z;14:19;Yes;RS;;NY;;;RS;;MT;;;GM;TK;LN;;;GM;NR;LN;;;RS;;TK, NR;;;green
63f40d74-e0b3-4b0d-9bf0-5dc55e36ecd6;2025-03-19T05:22:30.000Z;14:21;NO;RS;;;;;M;;;;;GM;TK;LN;;;GM;NR;LN;;;RS;;NR, TK;;;
c5e25d4c-9443-4ded-aa26-1f31fca750a5;2025-03-19T05:24:29.000Z;14:23;NO;RS;;;;;RS;;;;;GM;TK;;LN;;GM;NR;;LN;;RS;;;TK, NR;;
7178e839-08c5-4206-b471-d23d35cc62f1;2025-03-19T05:26:57.000Z;14:25;NO;GG;NR;TK;LN;;RS;;;;;GR;MT;;TK, LN;;RS;;MT;LN, NR;;RS;;;MT, TK, NR;;red
bc249b27-da52-4070-8eac-3aefd97d044e;2025-03-19T05:27:55.000Z;14:27;Yes;GG;NR;TK;LN;;RS;;;;;GR;MT;;TK, LN;;RS;;MT;LN, NR;;RS;;;MT, TK, NR;;green
55569816-94b3-4787-963c-c3d08451fc00;2025-03-19T05:29:56.000Z;14:29;Yes;GG;NR;TK;LN;;RS;;;;;GR;MT;;TK, LN;;RS;;MT;LN, NR;;RS;;;MT, TK, NR;;green
7bb81a62-6955-4343-a8e2-73ecb88a24f7;2025-03-19T05:31:54.000Z;14:31;Yes;GG;NR;TK;LN;;RS;;;;;GR;MT;;TK, LN;;RS;;MT;LN, NR;;RS;;;MT, TK, NR;;green
92721987-65fe-4331-bbcf-d3f79c35457d;2025-03-19T05:34:36.000Z;14:33;NO;GM;NR;TK;LN;;RS;;;;;GM;MT;;TK, LN;;RS;;MT;LN;;RS;;;NR, MT, TK;;red
8e7c17b0-a1ab-4f55-a281-d0eff0dcbcb7;2025-03-19T05:35:57.000Z;14:35;Yes;GM;NR;TK;LN;;RS;;;;;GM;MT;;TK, LN;;RS;;MT;LN;;RS;;;NR, MT, TK;;green
308e85d5-6f52-44d8-bd76-9c4e75ab1b43;2025-03-19T05:37:52.000Z;14:37;Yes;GM;NR;TK;LN;;RS;;;;;GM;MT;;TK, LN;;RS;;MT;LN;;RS;;;NR, MT, TK;;green
c1247234-c765-40db-8661-a4c282ad6a4b;2025-03-19T05:39:55.000Z;14:39;Yes;GM;NR;TK;LN;;RS;;;;;GM;MT;;TK, LN;;RS;;MT;LN;;RS;;;NR, MT, TK;;green
2cacb95d-8311-489d-afba-240de2fa2c52;2025-03-19T05:41:53.000Z;14:41;Yes;GM;NR;TK;LN;;RS;;;;;GM;MT;;TK, LN;;RS;;MT;LN;;RS;;;NR, MT, TK;;green
92c6e6d9-d5e4-447a-8486-6e936293fedc;2025-03-19T05:43:54.000Z;14:43;Yes;GM;NR;TK;LN;;RS;;;;;GM;MT;;TK, LN;;RS;;MT;LN;;RS;;;NR, MT, TK;;green
81af4b07-72cc-46b0-b441-3c5069cb439a;2025-03-19T05:45:51.000Z;14:45;Yes;GM;NR;TK;LN;;RS;;;;;GM;MT;;TK, LN;;RS;;MT;LN;;RS;;;NR, MT, TK;;green
2d637f93-d0e6-4670-8bbd-78061fb90ee1;2025-03-20T00:36:29.000Z;09:35;NO;E;;;NY, NR, LN;;E;;LN;MT, NR;;E;;;NY, MT, TK;;E;;;;;RS;;NY;MT, NR;;red
569227e1-ff04-4976-8dca-852dd7f51248;2025-03-20T00:37:47.000Z;09:37;Yes;E;;;NY, NR, LN;;E;;LN;MT, NR;;E;;;NY, MT, TK;;E;;;;;RS;;NY;MT, NR;;green
b57f3c7b-77ad-4cfc-a8b8-acce4d5449c9;2025-03-20T00:39:44.000Z;09:39;Yes;E;;;NY, NR, LN;;E;;LN;MT, NR;;E;;;NY, MT, TK;;E;;;;;RS;;NY;MT, NR;;green
fe08b8c7-4445-4d53-9ab6-2381622a8ad8;2025-03-20T00:42:38.000Z;09:41;NO;SD;;;NY, NR, LN;;E;;LN;NR, MT;;E;;;MT, LN, NY;;SD;;;;;RS;;NY;MT, NR;;
e2174504-07c7-49a8-a27a-f5a388c3741f;2025-03-20T00:44:38.000Z;09:43;NO;RS;;;NY, NR, LN;;E;;NR, LN;MT;;E;;NY;LN, MT;;SD;;;;;RS;;NY;NR, MT;;red
d67fd8fe-9387-4d45-a210-c80cd270cf36;2025-03-20T00:45:42.000Z;09:45;Yes;RS;;;NY, NR, LN;;E;;NR, LN;MT;;E;;NY;LN, MT;;SD;;;;;RS;;NY;NR, MT;;green
293ae169-a2ad-430f-a66f-01d2a6960e61;2025-03-20T00:48:45.000Z;09:47;NO;SD;;;NR, LN, NY;;RS;;NR, LN;MT;;E;;NY;LN, MT;;RS;;;;;RS;;NY;MT, NR;;
18455b45-9c8c-4ee5-a137-56baf1aefcad;2025-03-20T00:50:05.000Z;09:49;NO;M;;;;;M;;;;;E;;;LN;;RS;;;;;RS;;;NR;;
6825d618-b96b-42ea-b781-15beafb18cb9;2025-03-20T00:52:22.000Z;09:51;NO;E;;;NY;;RS;;;MT, TK;;E;;LN;;;RS;;;NY;;RS;;;NR;;
ce7c7eaf-de8f-4cd3-bc9d-52f7038191be;2025-03-20T00:54:11.000Z;09:53;NO;M;;;NY;;M;;;MT;;E;;;LN;;RS;;;;;RS;;;NR;;
ba6eaf61-dea0-488e-8018-b498abc7704f;2025-03-20T00:56:17.000Z;09:55;NO;E;;LN, NR;;;RS;;;;;RS;;MT, LN;;;RS;;;;;RS;;NR, MT;;;
529e91b1-eb04-402c-9082-02e8875acfd7;2025-03-20T00:58:38.000Z;09:57;NO;E;;NR;LN;;RS;;;TK;;GG;LN;MT;;;RS;;;NY;;GR;NR;;MT;;
7429e955-3be2-4e9f-b940-a521d6399249;2025-03-20T01:00:12.000Z;09:59;NO;M;;;;;RS;;;TK;;GG;LN;;;;RS;;;NY;;GR;NR;;;;
9322404c-ebfc-4ad8-818f-2daf9c70ac1f;2025-03-20T01:02:24.000Z;10:01;NO;RS;;NY;TK;;RS;;MT;TK;;GG;LN;;;;RS;;;NY, MT;;GR;NR;;;;red
08607c76-8d0b-4bf9-9c5b-3baf6f74305a;2025-03-20T01:03:45.000Z;10:03;Yes;RS;;NY;TK;;RS;;MT;TK;;GG;LN;;;;RS;;;NY, MT;;GR;NR;;;;green
664ffb6d-a459-44e2-bee0-72c34bc790cd;2025-03-20T01:06:22.000Z;10:05;NO;RS;;NY;TK;;RS;;MT;TK;;RS;;LN;;;RS;;;NY, MT;;RS;;NR;;;red
7b400d94-c45e-453a-b56e-0eeefbaa4e10;2025-03-20T01:07:47.000Z;10:07;Yes;RS;;NY;TK;;RS;;MT;TK;;RS;;LN;;;RS;;;NY, MT;;RS;;NR;;;green
7d2835f5-966c-4d34-b6f9-474c9fd2bbbc;2025-03-20T01:10:24.000Z;10:09;NO;RS;;NY;TK;;RS;;MT;TK;;GG;LN;;;;RS;;;MT, NY;;GR;NR;;;;
00176f60-ed8f-4461-884d-336d70be65d8;2025-03-20T01:13:44.000Z;10:11;NO;RS;;NY;TK;;RS;;MT;TK;;RS;;LN;;;RS;;;MT, NY;;RS;;NR;;;
4705f2eb-7a54-4df1-89a0-63a7d942d96a;2025-03-20T01:14:35.000Z;10:13;NO;RS;;NY;TK;;M;;MT;TK;;RS;;LN;;;RS;;;NY, MT;;RS;;NR;;;
bd78ec36-2659-43d0-9690-5557041076ec;2025-03-20T01:16:16.000Z;10:15;NO;GG;NY;;TK;;GR;MT;;TK;;RS;;LN;;;RS;;;MT, NY;;RS;;NR;;;red
efca0032-24ba-49c5-87a5-e06195fc2973;2025-03-20T01:17:43.000Z;10:17;Yes;GG;NY;;TK;;GR;MT;;TK;;RS;;LN;;;RS;;;MT, NY;;RS;;NR;;;green
db87ee5c-c092-4906-8ee7-724506ca3406;2025-03-20T01:19:45.000Z;10:19;Yes;GG;NY;;TK;;GR;MT;;TK;;RS;;LN;;;RS;;;MT, NY;;RS;;NR;;;green
d7976238-c96f-4e10-a447-93297fe80e5b;2025-03-20T01:21:45.000Z;10:21;Yes;GG;NY;;TK;;GR;MT;;TK;;RS;;LN;;;RS;;;MT, NY;;RS;;NR;;;green
0e0a54bd-71cd-4ac6-8cf3-92a0e35356f1;2025-03-20T01:23:48.000Z;10:23;Yes;GG;NY;;TK;;GR;MT;;TK;;RS;;LN;;;RS;;;MT, NY;;RS;;NR;;;green
46e79226-d992-405e-ad14-1e1b9d226b1c;2025-03-20T01:25:50.000Z;10:25;Yes;GG;NY;;TK;;GR;MT;;TK;;RS;;LN;;;RS;;;MT, NY;;RS;;NR;;;green
57093a29-2ebe-40d8-b8ff-6e91e21bfc22;2025-03-20T01:28:33.000Z;10:27;NO;GG;NY;;TK;;GR;MT;TK;;;RL;;;;;RS;;NY;MT;;RS;;;;;red
def29e88-cecf-411d-af4b-550efd1dfdb0;2025-03-20T01:29:47.000Z;10:29;Yes;GG;NY;;TK;;GR;MT;TK;;;RL;;;;;RS;;NY;MT;;RS;;;;;green
6332c330-b665-48f6-b390-ad2d68d8b603;2025-03-20T01:32:31.000Z;10:31;NO;M;;TK, NY;;;M;;MT;TK;;RL;;;;;RS;;MT;NY;;RS;;;;;
573b63d8-5a1e-43e6-be40-9ab00ee90630;2025-03-20T01:34:07.000Z;10:33;NO;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;RS;;;;;
54f8c6b1-880d-4b12-86d3-9d56cefd9723;2025-03-20T01:36:18.000Z;10:35;NO;E;;NR, LN;;;RS;;;TK;;RS;;MT, LN;;;RS;;;NY;;RS;;NR, MT;;;
da56edf6-77ac-4d69-ba4a-9c3fe950c6fd;2025-03-20T01:38:16.000Z;10:37;NO;RS;;NR, LN;;;RS;;;TK;;RS;;LN, MT;;;RS;;;NY;;RS;;MT, NR;;;
6979bc6f-3062-43d4-add8-37f7fee1081d;2025-03-20T01:40:20.000Z;10:39;NO;RS;;NR, LN;;;M;;;TK;;RS;;LN, MT;;;RS;;;NY;;RS;;MT, NR;;;
88ae4815-5f8f-4030-a118-fdbe96cb3bc5;2025-03-20T01:42:27.000Z;10:41;NO;RS;;NR, LN;;;RS;;;;;RL;;MT, LN;;;RS;;;;;RS;;MT, NR;;;
d562407f-5f27-4d58-a066-e995c5cef1fb;2025-03-20T01:44:12.000Z;10:43;NO;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;red
8f5abc08-cc60-48ed-a96c-3f5d308bcdd1;2025-03-20T01:45:53.000Z;10:45;Yes;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;green
8214c6e1-605c-4c95-880f-4b35023519b3;2025-03-20T01:47:48.000Z;10:47;Yes;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;green
42b48cea-a964-4722-ba2d-9ed51c2e95ae;2025-03-20T01:50:13.000Z;10:49;NO;GG;NR;LN;;;RS;;;;;GR;MT;LN;;;RL;;;;;RS;;MT, NR;;;red
3581b5a1-883c-47ed-8abc-5f064362a6ac;2025-03-20T01:51:51.000Z;10:51;Yes;GG;NR;LN;;;RS;;;;;GR;MT;LN;;;RL;;;;;RS;;MT, NR;;;green
ce21b01e-f4c6-450b-a435-7c8ecb7ae48b;2025-03-20T01:53:47.000Z;10:53;Yes;GG;NR;LN;;;RS;;;;;GR;MT;LN;;;RL;;;;;RS;;MT, NR;;;green
2b66c7df-cb07-4d4f-bca0-1fea8b843ade;2025-03-20T01:56:14.000Z;10:55;NO;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;red
1efcac25-a6b2-4430-a44d-341ef0fce1a4;2025-03-20T01:57:45.000Z;10:57;Yes;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;green
d9f73dc9-13ab-401d-8d11-3b1fea55e2ed;2025-03-20T01:59:43.000Z;10:59;Yes;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;green
900fef07-9934-46b5-b0e0-5ed8a51bee00;2025-03-20T02:01:45.000Z;11:01;Yes;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;green
fa004a81-771e-43fe-b01a-89291b1f1c51;2025-03-20T02:03:42.000Z;11:03;Yes;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;green
3255b03b-ca63-4a4f-831f-903250727af9;2025-03-20T02:05:42.000Z;11:05;Yes;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;green
6ec7865d-7397-416e-995a-e1189635e507;2025-03-20T02:08:21.000Z;11:07;NO;GM;NR;LN;;;M;;;TK;;GM;MT;LN;;;RS;;;NY;;RS;;MT, NR;;;
05c0ce09-33b9-481f-88f7-f20112d625f6;2025-03-20T02:10:11.000Z;11:09;NO;GM;NR;;LN;;RS;;;TK;;GM;MT;;LN;;RS;;;NY;;M;;;MT, NR;;
227cdf44-015b-419e-b829-1cf884580f66;2025-03-20T02:12:40.000Z;11:11;NO;GM;NR;;LN;;RS;;;;;GM;MT;;LN;;RS;;;;;RS;;;NR, MT;;red
0e56d25b-c290-4b1e-8354-100a07a9597a;2025-03-20T02:13:47.000Z;11:13;Yes;GM;NR;;LN;;RS;;;;;GM;MT;;LN;;RS;;;;;RS;;;NR, MT;;green
65af6e88-f4cb-4b59-bcda-b6c6777160d2;2025-03-20T02:16:19.000Z;11:15;NO;M;;NR;LN;;RS;;;;;M;;MT;LN;;RS;;;;;RS;;;MT, NR;;
c861dfef-19b6-47cf-9d9e-c63324733270;2025-03-20T02:18:10.000Z;11:17;NO;RS;;;NR;;RS;;;;;RS;;;LN, MT;;RS;;;;;RS;;;NR;;
f9246e9f-660d-4dfd-a4e8-0d787b832e61;2025-03-20T02:20:20.000Z;11:19;NO;M;;;NY;;RS;;;MT;;RS;;;LN;;RS;;;;;RS;;;NR;;
18e1ca87-efc7-464f-8857-1f63dcf47581;2025-03-20T02:22:12.000Z;11:21;NO;RS;;;NY;;RS;;;MT;;GG;LN;;;;RS;;;;;GR;NR;;;;
77f300e9-a8b1-4e4f-b3be-820dc7e9088e;2025-03-20T02:24:20.000Z;11:23;NO;M;;;NY;;M;;;MT;;GG;LN;;;;RS;;;;;GR;NR;;;;
9de61419-c514-4e23-b804-7a7c2c662bbb;2025-03-20T02:26:50.000Z;11:25;NO;RS;;LN;NR, NY;;RS;;;LN, MT;;GG;LN;;MT;;RS;;;;;GR;NR;MT;NY;;
8761831c-4f6a-43f4-9b6c-784417725af1;2025-03-20T02:28:57.000Z;11:27;NO;GG;LN;NR;NY;;RL;;;LN, MT, NR;;GG;LN;MT;NY;;RS;;;;;GR;MT, NR;;NY;;
ae39df28-79d8-46ee-95b2-1c1aa3680fbd;2025-03-20T02:30:45.000Z;11:29;NO;GG;LN;NR;NY;;RS;;;NR, MT, LN;;GG;LN;MT;NY;;M;;;;;GR;NR, MT;;NY;;
287536fb-345c-40a1-be44-6a0e07a311ef;2025-03-20T02:33:32.000Z;11:31;NO;GM;TK;NY, LN, NR;;;GG;TK;MT;NR, LN;;GG;LN;;TK, MT, NY;;GM;MT, NY;LN, NR;;;GR;NR;MT, TK;NY;;
2044b0b9-5b89-44b0-8481-1bc1eb171692;2025-03-20T02:34:51.000Z;11:33;NO;GM;TK;LN, NR;NY;;RS;;;LN, MT, TK, NR;;GG;LN;MT, TK;NY;;GM;MT;LN, NR;NY;;GR;NR;MT, TK;NY;;
88249e52-1165-4362-be35-4e798bfbcfba;2025-03-20T02:37:06.000Z;11:35;NO;GM;TK;LN;NR, NY;;M;;LN;TK, MT;;RL;;MT, LN, TK, NY;;;GM;MT;LN;NY, MT, LN, NR;;RS;;MT, TK, NY;NR;;
fda6c656-a718-4462-9e43-d75253b0f177;2025-03-20T02:39:03.000Z;11:37;NO;GM;TK;LN;NY, NR;;GG;NR;;LN, MT, TK;;GR;NY;;TK, LN, MT;;GM;MT;;NY, LN, NR;;RS;;MT;NY, TK, NR;;red
79ed96ae-c4ee-42a9-9199-d1cd48187a46;2025-03-20T02:39:45.000Z;11:39;Yes;GM;TK;LN;NY, NR;;GG;NR;;LN, MT, TK;;GR;NY;;TK, LN, MT;;GM;MT;;NY, LN, NR;;RS;;MT;NY, TK, NR;;green
29562507-2bbf-44e3-a85c-9566ed5b4909;2025-03-20T02:42:37.000Z;11:41;NO;GM;TK;;NR, LN, NY;;GG;NR;;TK, MT, LN;;GR;NY;;MT, LN, TK;;GM;MT;;NY, LN, NR;;RS;;;NR, MT, TK, NY;;red
29afd6d7-88eb-4978-ac94-598fbabb9824;2025-03-20T02:43:46.000Z;11:43;Yes;GM;TK;;NR, LN, NY;;GG;NR;;TK, MT, LN;;GR;NY;;MT, LN, TK;;GM;MT;;NY, LN, NR;;RS;;;NR, MT, TK, NY;;green
36ff539f-d8f3-48da-8b17-281907f3ca17;2025-03-20T02:45:44.000Z;11:45;Yes;GM;TK;;NR, LN, NY;;GG;NR;;TK, MT, LN;;GR;NY;;MT, LN, TK;;GM;MT;;NY, LN, NR;;RS;;;NR, MT, TK, NY;;green
18410444-8159-4460-a64f-724841cbd686;2025-03-20T04:21:26.000Z;13:20;NO;E;;;NR, NY;;E;;;TK, LN, MT;;E;;;MT;;E;;;LN, NY;;RS;;;TK, NY;;
41f58bff-3d3a-4ba4-a758-bde1c340fe70;2025-03-20T04:23:13.000Z;13:22;NO;E;;;NR;;RS;;;TK, LN;;E;;;MT;;SD;;LN;NY;;RS;;TK;NY;;
0eeaf59d-d04c-4a29-a245-5360bb6faadc;2025-03-20T04:25:27.000Z;13:24;NO;E;;;NR;;RS;;;TK, LN;;E;;;MT;;RS;;LN;NY;;RS;;TK;NY;;
1454e2bb-9f65-4868-9f85-54e3adfc0a16;2025-03-20T04:27:08.000Z;13:26;NO;E;;;NR;;E;;;TK, LN;;E;;;MT;;RS;;LN;NY;;RS;;TK;NY;;red
d34727fd-2e94-4836-85c7-9dcfa0cd8aab;2025-03-20T04:28:35.000Z;13:28;Yes;E;;;NR;;E;;;TK, LN;;E;;;MT;;RS;;LN;NY;;RS;;TK;NY;;green
c3fbffdc-8d1f-4b30-b6df-0e80dcb54f8f;2025-03-20T04:30:46.000Z;13:30;Yes;E;;;NR;;E;;;TK, LN;;E;;;MT;;RS;;LN;NY;;RS;;TK;NY;;green
b9e3836d-1879-4f9e-b4d7-f370eff1ed19;2025-03-20T04:33:10.000Z;13:32;NO;E;;;NR, NY;;E;;;MT, NR;;E;;;MT, NY;;RS;;LN;;;RS;;TK;;;
e29c6733-fa86-4634-8cd5-7382474fd056;2025-03-20T04:35:16.000Z;13:34;NO;M;;;;;E;;NR;;;E;;NY;;;RS;;LN;;;RS;;TK;;;red
cdb70534-727b-4e94-99e1-831233de9715;2025-03-20T04:36:47.000Z;13:36;Yes;M;;;;;E;;NR;;;E;;NY;;;RS;;LN;;;RS;;TK;;;green
da8d8559-18a7-41ec-a2a4-3a58ede37dd7;2025-03-20T04:39:15.000Z;13:38;NO;RS;;NY;;;RS;;MT;;;E;;;;;RS;;LN;;;RS;;TK;;;
04d144e6-9718-4960-b387-b16101f24911;2025-03-20T04:41:21.000Z;13:40;NO;E;;;NR, NY;;E;;NR;MT;;E;;NY;MT;;RS;;LN;;;RS;;TK;;;
c4704a6a-1b72-412d-a49a-221cc13780f9;2025-03-20T04:43:17.000Z;13:42;NO;E;;;NR;;RS;;;NR;;E;;;MT;;RS;;LN;;;RS;;TK;;;
0a2b012b-3d20-4e59-9f49-5fdb4aafc361;2025-03-20T04:45:10.000Z;13:44;NO;M;;;;;M;;;;;E;;;;;RS;;LN;;;RS;;TK;;;
5967551d-51c1-4471-b3b8-30c7612f2ce1;2025-03-20T04:47:17.000Z;13:46;NO;E;;;NY;;RS;;;MT;;E;;;;;RS;;LN;;;RS;;TK;;;
786a44ff-a72d-4f48-b866-ba682ffb9409;2025-03-20T04:49:13.000Z;13:48;NO;M;;;NY;;RS;;;MT;;E;;;;;RS;;LN;;;RS;;TK;;;
7f838951-8243-42de-963c-54acbf51e972;2025-03-20T04:51:13.000Z;13:50;NO;RS;;NY;TK;;RS;;TK, MT;;;E;;;;;RS;;NY;MT;;RS;;;;;
2f530d44-87c1-46cd-894c-abad46c5deeb;2025-03-20T04:53:10.000Z;13:52;NO;E;;NR;;;RS;;;;;E;;MT;;;RS;;LN;;;RS;;TK;;;red
b2b3b5cb-5778-4dd5-8fb0-688ffbe90d3a;2025-03-20T04:54:43.000Z;13:54;Yes;E;;NR;;;RS;;;;;E;;MT;;;RS;;LN;;;RS;;TK;;;green
dd3a5a87-7f49-400a-8187-11ffea1018ff;2025-03-20T04:56:40.000Z;13:56;Yes;E;;NR;;;RS;;;;;E;;MT;;;RS;;LN;;;RS;;TK;;;green
cf412625-51e4-4f07-8ebf-bc0a5278321e;2025-03-20T04:59:07.000Z;13:58;NO;RS;;NR;;;RS;;;;;E;;MT;;;RS;;LN;;;RS;;TK;;;
c6130552-e7be-4b5e-bdb7-7343af3e844d;2025-03-20T05:01:01.000Z;14:00;NO;RS;;;NR;;RS;;;;;M;;;MT;;RS;;LN;;;RS;;TK;;;
42ff74bb-7366-406f-938d-cb0870efd1c3;2025-03-20T05:03:10.000Z;14:02;NO;RS;;;;;RS;;;;;RS;;TK, LN;;;RS;;LN, NR;;;RS;;TK, NR;;;
000e75f5-2208-4353-9c92-ae4cbe434ba8;2025-03-20T05:05:48.000Z;14:04;NO;PL;;NR;;Walking in circles;RS;;;LN, TK;;PL;;MT;;Following MT;RS;;LN;NY;;RS;;TK;NY;;
3ca155e2-29b6-444b-be95-ca86c6dd298b;2025-03-20T05:07:01.000Z;14:06;NO;PL;;NR;;;RS;;;;;PL;;MT;;;RS;;LN;;;RS;;TK;;;
693c61e0-eb61-41c3-8b23-c840a405ce09;2025-03-20T05:09:03.000Z;14:08;NO;RS;;;NR;;RS;;;;;RS;;;MT;;RS;;LN;;;RS;;TK;;;
b027a861-4156-41f0-bc8f-109fc676f9f9;2025-03-20T05:11:24.000Z;14:10;NO;M;;;NR, NY;;M;;;MT;;M;;;MT;;RS;;LN;;;RS;;TK;;;
051851d5-528e-4834-bab7-fae9dd066c62;2025-03-20T05:13:04.000Z;14:12;NO;M;;NR;;;M;;;;;M;;MT;;;RS;;LN;;;RS;;TK;;;
36fcb0f2-adca-42b6-947e-7e7ddbd9d10c;2025-03-20T05:15:23.000Z;14:14;NO;E;;;;;M;;;;;RS;;LN, TK;;;RS;;LN, NR;;;RS;;TK, NR;;;
be2a4726-ef71-47de-b600-5af5e913b96c;2025-03-20T05:17:25.000Z;14:16;NO;M;;;;;RS;;;;;RS;;LN;TK;;RS;;LN;NR;;RS;;NR, TK;;;
91d30454-3ddf-4a60-9bc1-9fe5d826c8bb;2025-03-20T05:19:26.000Z;14:18;NO;RS;;LN;TK, NR;;RS;;;NR;;RL;;TK, LN;MT;;RS;;NR, LN;MT, NY;;RS;;;TK, MT, NR;;red
25ca7f43-045b-49e3-a66e-481788d32567;2025-03-20T05:20:36.000Z;14:20;Yes;RS;;LN;TK, NR;;RS;;;NR;;RL;;TK, LN;MT;;RS;;NR, LN;MT, NY;;RS;;;TK, MT, NR;;green
ef9a7801-5038-47f6-96e4-067c2f5146aa;2025-03-20T05:22:55.000Z;14:22;Yes;RS;;LN;TK, NR;;RS;;;NR;;RL;;TK, LN;MT;;RS;;NR, LN;MT, NY;;RS;;;TK, MT, NR;;green
fceb3be5-2587-4cae-ae38-f78c834ecd59;2025-03-20T05:25:13.000Z;14:24;NO;M;;;NY;;M;;;MT;;RS;;TK, LN;;;RS;;LN, NR;;;RS;;TK, NR;;;
8e20d0e7-7da1-4630-950e-4ae9792f20ad;2025-03-20T05:27:43.000Z;14:26;NO;M;;;;;RS;;;LN;;RS;;;;;RS;;;;;RS;;;NY;;
3dd1a899-6f08-40c7-8414-c42b155a2cef;2025-03-20T05:28:59.000Z;14:28;NO;RS;;;;;M;;;NR;;M;;;NY;;RS;;;;;RS;;;;;
