ec5_uuid;created_at;1_TIme;2_NC;4_MN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_LN_Behavior;29_Contact;30_AR;31_3M;Unnamed: 28;highlight
5590e948-1e04-4621-adeb-d6b4017384bf;2025-03-20T05:31:12.000Z;14:30;NO;RS;;;;;RS;;;;;M;;TK;LN;;M;;NR;LN;;RS;;;TK, NR;;
10e0555e-4733-4d6e-9a1b-d36697e74633;2025-03-20T05:33:05.000Z;14:32;NO;RS;;;;;RS;;;;;GR;TK;LN;;;GG;NR;LN;;;RS;;TK, NR;;;
da896695-194a-420c-94c6-4a3f1313e5ff;2025-03-20T05:35:04.000Z;14:34;NO;RS;;;;;M;;;;;GM;TK;LN;;;GM;NR;LN;;;RS;;TK, NR;;;
cbf85405-ae2d-4944-895d-aa3cce0692f0;2025-03-20T05:37:21.000Z;14:36;NO;RS;;;;;RS;;;LN, TK, NR;;RS;;LN, TK;NY;;RS;;LN, NR;NY;;RS;;TK, NR;NY;;red
0675c86d-c88d-4256-a46f-927db669f624;2025-03-20T05:38:34.000Z;14:38;Yes;RS;;;;;RS;;;LN, TK, NR;;RS;;LN, TK;NY;;RS;;LN, NR;NY;;RS;;TK, NR;NY;;green
18eb4b65-0407-4201-8930-e2a2d410a57d;2025-03-20T05:40:41.000Z;14:40;Yes;RS;;;;;RS;;;LN, TK, NR;;RS;;LN, TK;NY;;RS;;LN, NR;NY;;RS;;TK, NR;NY;;green
c19fe8bc-d5c1-4f81-9cf4-a02a7c9a1a66;2025-03-20T05:43:02.000Z;14:42;NO;RS;;;;;RS;;;;;RS;;TK, LN;;;RS;;LN, NR;;;RS;;TK, NR;;;red
650e22be-3854-47be-9491-95d57755ec4e;2025-03-20T05:44:43.000Z;14:44;Yes;RS;;;;;RS;;;;;RS;;TK, LN;;;RS;;LN, NR;;;RS;;TK, NR;;;green
86b3f2ad-4255-4019-a048-51fc1624c2e8;2025-03-20T05:46:36.000Z;14:46;Yes;RS;;;;;RS;;;;;RS;;TK, LN;;;RS;;LN, NR;;;RS;;TK, NR;;;green
2bee5013-9aef-432a-b507-0da83db9172c;2025-04-08T00:33:42.000Z;09:32;NO;E;;TK;NR, LN;;M;;;;;E;;;LN, MT, TK;;E;;MT;LN, NR;;RS;;;TK, MT, NR;;
826b2b21-7074-4529-9223-9054d8789b95;2025-04-08T00:35:22.000Z;09:34;NO;E;;;TK, NR, LN;;E;;;;;E;;;TK, LN, MT;;E;;;MT, LN, NR;;RS;;;TK, MT, NR;;
91fb4ba9-cde2-4745-9704-30e67842e408;2025-04-08T00:37:30.000Z;09:36;NO;RS;;;LN, NR, TK;;E;;;;;E;;;LN, TK, MT;;E;;;MT, LN, NR;;RS;;;TK, MT, NR;;
1c572152-5cd5-4aa5-b7a3-1f462c1aee1b;2025-04-08T00:39:44.000Z;09:38;NO;E;;;TK, NR, LN;;E;;;;;E;;TK, LN;MT;;RS;;LN, NR;MT;;RS;;TK, NR;MT;;
17887194-f1d1-488e-abab-3e5ae208693e;2025-04-08T00:41:48.000Z;09:40;NO;RS;;;NR, LN, TK;;E;;;;;E;;LN;MT, TK;;RS;;LN;MT, NR;;RS;;TK, NR;MT;;
59b3e726-6f7e-45e1-bf6c-5dfb84f7709e;2025-04-08T00:43:33.000Z;09:42;NO;E;;LN;TK, NR;;E;;;;;E;;LN;MT, TK;;GG;LN;;MT, NR;;GR;TK;MT, NR;;;
a7a80703-e143-42aa-a21f-736b7b982615;2025-04-08T00:45:28.000Z;09:44;NO;RS;;;;;E;;;;;M;;;;;GG;LN;;;;GR;TK;;;;
4f0a813d-ccaa-446f-bdb4-66f4218dad23;2025-04-08T00:47:37.000Z;09:46;NO;E;;NR;;;E;;;;;E;;MT;;;GG;LN;;;;GR;TK;;;;
5794c661-4bd4-4784-b16b-267bfb372bfe;2025-04-08T00:49:18.000Z;09:48;NO;RS;;NR;;;RS;;;;;E;;MT;;;RS;;;LN;;RS;;;TK;;
6ef542e8-a97b-43e3-85c6-a420d8c41b21;2025-04-08T00:51:27.000Z;09:50;NO;RS;;NR;;;E;;;TK, LN;;E;;MT;;;GG;LN;;NY;;GR;TK;;NY;;
cdd16772-80ed-414a-8b41-cd809d633ba7;2025-04-08T00:53:20.000Z;09:52;NO;M;;;;;E;;;TK, LN;;E;;;;;GG;LN;;NY;;GR;TK;;NY;;
bed94eef-ac0e-40b3-9672-375c568b7ebd;2025-04-08T00:55:25.000Z;09:54;NO;RS;;;NR;;E;;;TK, LN;;E;;;MT;;RL;;LN;NY;;RS;;TK;NY;;
49221f59-955f-4c2e-9393-f427683b5d92;2025-04-08T00:57:35.000Z;09:56;NO;E;;;NR;;RS;;;TK, LN;;E;;;MT;;RS;;LN;NY;;RS;;TK;NY;;
386a677c-0aed-4d56-9f0b-dcf6d9ef8383;2025-04-08T00:59:30.000Z;09:58;NO;E;;;NR;;M;;;TK, LN;;E;;;MT;;RS;LN;;NY;;RS;TK;;NY;;
17535a13-4d3a-4609-85ad-d4a9e229794e;2025-04-08T01:01:23.000Z;10:00;NO;RS;;NY;;;RS;;MT;;;M;;;;;M;;;LN;;RS;;;TK;;
451c8e7a-2bb0-4e3a-9e71-c57651655efb;2025-04-08T01:03:20.000Z;10:02;NO;E;;NY;NR;;E;;MT;;;E;;;MT;;RS;;;;;RS;;;;;red
8c8f3742-428b-4edb-a49c-cc0adf2f4cfe;2025-04-08T01:04:49.000Z;10:04;Yes;E;;NY;NR;;E;;MT;;;E;;;MT;;RS;;;;;RS;;;;;green
241f179f-db14-4e29-9b12-cdf6e3556f9b;2025-04-08T01:07:25.000Z;10:06;NO;E;;NY;NR;;E;;MT;;;E;;;MT;;RS;;LN;;;RS;;TK;;;
342b3ef7-bb10-44fd-be04-8cb96038398d;2025-04-08T01:09:23.000Z;10:08;NO;M;;;;;M;;;;;M;;;;;RS;;LN;;;RS;;TK;;;
61dc4e18-0fcd-46c7-8abe-4501351b6335;2025-04-08T01:11:19.000Z;10:10;NO;M;;;NY;;M;;;NR, MT;;M;;;NY;;RL;;;LN;;RS;;;TK;;
7e3ec0a6-febf-4485-b7cb-16ad7282bee2;2025-04-08T01:13:27.000Z;10:12;NO;E;;;NY;;RS;;;MT;;RL;;LN;TK;;RL;;LN;NR;;RS;;NR, TK;;;red
20bde998-5f53-451e-a3c4-9d9afe518129;2025-04-08T01:14:55.000Z;10:14;Yes;E;;;NY;;RS;;;MT;;RL;;LN;TK;;RL;;LN;NR;;RS;;NR, TK;;;green
65f61895-8cfe-4349-9069-046594d5fd52;2025-04-08T01:17:36.000Z;10:16;NO;GM;NR;;TK, LN, NY;;RS;;;NR, TK, MT, LN;;GM;MT;;LN, TK, NY;;RS;;LN;MT, NY, NR;;RS;;TK;NY, MT, NR;;red
8d46ba8f-60f7-414e-ad06-65222b78eabf;2025-04-08T01:18:55.000Z;10:18;Yes;GM;NR;;TK, LN, NY;;RS;;;NR, TK, MT, LN;;GM;MT;;LN, TK, NY;;RS;;LN;MT, NY, NR;;RS;;TK;NY, MT, NR;;green
eff6fd17-f065-49fd-a5cb-33c58b9a9621;2025-04-08T01:21:27.000Z;10:20;NO;GM;NR;;TK, LN;;E;;;;;GM;MT;;TK, LN;;RS;;LN;MT, NR;;RS;;TK;NR, MT;;red
81f7c097-7340-4006-969f-26dc64ceceb5;2025-04-08T01:22:59.000Z;10:22;Yes;GM;NR;;TK, LN;;E;;;;;GM;MT;;TK, LN;;RS;;LN;MT, NR;;RS;;TK;NR, MT;;green
dfe1664e-b951-4ac5-b170-2326374e6a13;2025-04-08T01:25:31.000Z;10:24;NO;GM;NR;;TK, LN;;RS;;;;;GM;MT;;TK, LN;;RS;;;LN, MT, NR;;RS;;;TK, MT, NR;;red
05492ea0-5e57-45ae-a061-7f0121250878;2025-04-08T01:26:53.000Z;10:26;Yes;GM;NR;;TK, LN;;RS;;;;;GM;MT;;TK, LN;;RS;;;LN, MT, NR;;RS;;;TK, MT, NR;;green
181e1c97-e128-43e4-8e90-8aa3f9030e87;2025-04-08T01:28:54.000Z;10:28;Yes;GM;NR;;TK, LN;;RS;;;;;GM;MT;;TK, LN;;RS;;;LN, MT, NR;;RS;;;TK, MT, NR;;green
4975ada3-c05c-4e70-b353-115c1b3e7280;2025-04-08T01:32:21.000Z;10:31;NO;RS;;NY;;;E;;MT;;;RL;;;TK, LN;;RS;;;LN, NR;;RS;;;TK, NR;;
bfe31c3e-7937-4f08-b7a6-10ccf567220a;2025-04-08T01:47:32.000Z;10:46;NO;RS;;;TK, NR, LN;;RS;;;;;RS;;;TK, LN, MT;;RS;;;MT, LN, NR;;RS;;;TK, MT, NR;;
539d9fa9-31f7-4f22-9ffc-5c5d57360f2d;2025-04-08T01:49:41.000Z;10:48;NO;GG;NR;;TK, LN;;RS;;;;;GR;MT;TK;LN;;RL;;NR, LN;MT;;RS;;TK;NR, MT;;red
a530f7aa-dfb7-4e2a-9886-34b8c6f553c1;2025-04-08T01:50:54.000Z;10:50;Yes;GG;NR;;TK, LN;;RS;;;;;GR;MT;TK;LN;;RL;;NR, LN;MT;;RS;;TK;NR, MT;;green
c4387daa-5ea9-406f-bafb-a369e658c63f;2025-04-08T01:52:51.000Z;10:52;Yes;GG;NR;;TK, LN;;RS;;;;;GR;MT;TK;LN;;RL;;NR, LN;MT;;RS;;TK;NR, MT;;green
6a4fddbe-9022-4f2c-a859-4c2b15592089;2025-04-08T01:54:51.000Z;10:54;Yes;GG;NR;;TK, LN;;RS;;;;;GR;MT;TK;LN;;RL;;NR, LN;MT;;RS;;TK;NR, MT;;green
8941ee77-ffbf-475b-b793-fb92ebb7b5fd;2025-04-08T01:57:28.000Z;10:56;NO;GG;NR;;TK, LN;;RS;;;;;GR;MT;LN;TK;;RS;;LN;MT, NR;;RS;;TK, NR;MT;;red
d8cbc2b3-1a81-4eee-91ca-51d0eae375d5;2025-04-08T01:58:53.000Z;10:58;Yes;GG;NR;;TK, LN;;RS;;;;;GR;MT;LN;TK;;RS;;LN;MT, NR;;RS;;TK, NR;MT;;green
b0486ae4-a69c-4b83-b6e8-7d69297eaa2f;2025-04-08T02:00:47.000Z;11:00;Yes;GG;NR;;TK, LN;;RS;;;;;GR;MT;LN;TK;;RS;;LN;MT, NR;;RS;;TK, NR;MT;;green
5a79ed9e-b835-4d1a-87f0-853337a6aedb;2025-04-08T02:02:48.000Z;11:02;Yes;GG;NR;;TK, LN;;RS;;;;;GR;MT;LN;TK;;RS;;LN;MT, NR;;RS;;TK, NR;MT;;green
038e11a6-229d-4831-9134-d24582a40245;2025-04-08T02:04:48.000Z;11:04;Yes;GG;NR;;TK, LN;;RS;;;;;GR;MT;LN;TK;;RS;;LN;MT, NR;;RS;;TK, NR;MT;;green
a600d38b-fe37-40fe-bc4d-8d285638599a;2025-04-08T02:07:31.000Z;11:06;NO;GM;NR;;LN, TK;;RS;;;;;GM;MT;LN;TK;;RS;;LN;MT, NR;;M;;NR, TK;MT;;
35a26b37-0839-4298-ad48-91c4628f38c0;2025-04-08T02:09:35.000Z;11:08;NO;GM;NR;;TK, LN;;RS;;;;;GM;MT;;TK, LN;;RS;;;LN, MT, NR;;RS;;;MT, TK, NR;;red
701933ff-0caa-4887-933e-dbacecc9b937;2025-04-08T02:10:52.000Z;11:10;Yes;GM;NR;;TK, LN;;RS;;;;;GM;MT;;TK, LN;;RS;;;LN, MT, NR;;RS;;;MT, TK, NR;;green
c69d62cd-1b1f-4130-af8b-f9da559816fe;2025-04-08T02:13:36.000Z;11:12;NO;RS;NR;;TK, LN;;RS;;;;;RS;MT;;LN, TK;;RL;;;MT, LN, NR;;RS;;;TK, MT, NR;;
9560408b-8be9-44f6-8448-10fdf6890684;2025-04-08T02:15:42.000Z;11:14;NO;GM;NR;;TK, LN;;RS;;;;;GM;MT;;TK, LN;;RL;;;MT, LN, NR;;RS;;;MT, NR, TK;;red
b7dee102-4e3e-455a-a5ba-c4cc8d0b59db;2025-04-08T02:16:51.000Z;11:16;Yes;GM;NR;;TK, LN;;RS;;;;;GM;MT;;TK, LN;;RL;;;MT, LN, NR;;RS;;;MT, NR, TK;;green
e340737a-4edf-46b3-b2c3-ca137467f3b2;2025-04-08T02:19:26.000Z;11:18;NO;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RL;;;MT, NR;;RS;;;;;red
f317bf3e-c444-41f2-bb07-9cde9d36308e;2025-04-08T02:20:52.000Z;11:20;Yes;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RL;;;MT, NR;;RS;;;;;green
9a595259-cd41-4cc9-9a42-3fabfdb79617;2025-04-08T02:22:54.000Z;11:22;Yes;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RL;;;MT, NR;;RS;;;;;green
ada2f121-d868-4b33-a572-25e64ec7b4f2;2025-04-08T02:24:54.000Z;11:24;Yes;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RL;;;MT, NR;;RS;;;;;green
9cbd2118-424d-4a01-a637-0e8b47681e2a;2025-04-08T02:26:51.000Z;11:26;Yes;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RL;;;MT, NR;;RS;;;;;green
e68a798e-eb19-4fa5-8d7f-2703005d8528;2025-04-08T02:28:56.000Z;11:28;Yes;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RL;;;MT, NR;;RS;;;;;green
6372c58c-edbd-4ca4-89e2-739a6f2cbd37;2025-04-08T02:30:52.000Z;11:30;Yes;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RL;;;MT, NR;;RS;;;;;green
276a481b-c0a9-4f67-86ba-0a84c88b138a;2025-04-08T02:32:52.000Z;11:32;Yes;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RL;;;MT, NR;;RS;;;;;green
93362084-6ef0-41de-bfb3-1d5603bd456d;2025-04-08T02:35:18.000Z;11:34;NO;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RS;;;MT, NR;;RS;;;;;
e1429a4e-f78c-4273-ae40-a37106dd4c32;2025-04-08T02:37:33.000Z;11:36;NO;RS;;NR;TK;;RS;;;LN;;GM;TK;MT;;;GM;NR;;MT;;RS;;;NY;;red
d41146c3-9223-44ae-9e1a-a3939bd4dd87;2025-04-08T02:38:58.000Z;11:38;Yes;RS;;NR;TK;;RS;;;LN;;GM;TK;MT;;;GM;NR;;MT;;RS;;;NY;;green
b1675726-f1a5-4724-a304-b56e2a14ccb1;2025-04-08T02:41:33.000Z;11:40;NO;RS;;NR;TK;;RS;;;;;GM;TK;MT;;;GM;NR;;MT;;RS;;;;;red
2a96dd82-57c1-409e-8406-b17c2a91dbbb;2025-04-08T02:42:55.000Z;11:42;Yes;RS;;NR;TK;;RS;;;;;GM;TK;MT;;;GM;NR;;MT;;RS;;;;;green
53a80179-ad9b-406d-b6f1-5bf0dacd3e5c;2025-04-08T02:44:52.000Z;11:44;Yes;RS;;NR;TK;;RS;;;;;GM;TK;MT;;;GM;NR;;MT;;RS;;;;;green
1106df73-9638-43c4-b254-067fed93e758;2025-04-08T04:19:40.000Z;13:18;NO;RS;;;;;RS;;;TK, NR, LN;;E;;;TK, LN, NY;;RS;;;LN, NY, NR;;RS;;;TK, NY, NR;;
21e552bd-4477-4283-84cd-6af7474a756f;2025-04-08T04:21:42.000Z;13:20;NO;E;;;;;E;;;LN, TK, NR;;E;;;NY, TK, LN;;GG;LN;;NR, NY;;GR;TK;;NR, NY;;red
cb1632c5-039b-411a-90ef-01a58d0fc8a5;2025-04-08T04:22:50.000Z;13:22;Yes;E;;;;;E;;;LN, TK, NR;;E;;;NY, TK, LN;;GG;LN;;NR, NY;;GR;TK;;NR, NY;;green
120dad24-0352-4512-8f26-23fab38d758b;2025-04-08T04:24:52.000Z;13:24;Yes;E;;;;;E;;;LN, TK, NR;;E;;;NY, TK, LN;;GG;LN;;NR, NY;;GR;TK;;NR, NY;;green
3e81e080-cab9-4a27-8478-735ceeceeb01;2025-04-08T04:27:35.000Z;13:26;NO;M;;;;;E;;;NR, TK, LN;;E;;;TK, LN, NY;;M;;;NY, LN, NR;;RS;;;TK, NY, NR;;
5f7cccd1-3899-488b-97e0-7be2e932b6ac;2025-04-08T04:29:38.000Z;13:28;NO;E;;;;;E;;;LN, NR;;E;;;LN, NY;;RS;;;;;RL;;;NR, NY;;red
0cdecd4e-00b4-43cb-b8d7-04db25c8b64d;2025-04-08T04:30:52.000Z;13:30;Yes;E;;;;;E;;;LN, NR;;E;;;LN, NY;;RS;;;;;RL;;;NR, NY;;green
db8aaf07-b8ae-4ebd-8ce5-a3765847a28f;2025-04-08T04:33:25.000Z;13:32;NO;E;;;;;M;;;TK;;E;;;LN;;E;;;NY;;RL;;;NR;;
57593a1f-a95a-47d0-9d48-634ebc1abe59;2025-04-08T04:35:14.000Z;13:34;NO;M;;;;;RS;;;;;M;;;TK, LN;;M;;;LN, NR;;RL;;;TK, NR;;
229f4678-fb8c-480e-a5c5-e15fb78529a1;2025-04-08T04:37:25.000Z;13:36;NO;RS;;;;;RS;;;;;M;;;TK;;M;;;NR;;RS;;;;;
754b134b-8688-4618-9b9b-e9913a3d1653;2025-04-08T04:39:08.000Z;13:38;NO;RS;;;;;M;;;;;M;;;;;RS;;;;;RS;;;;;
3b982e30-756c-4a77-b91e-01adf4e61235;2025-04-08T04:41:44.000Z;13:40;NO;M;;;;;RS;;;LN;;RS;;;;;RS;;;;;RS;;;NY;;
7c55c3a7-af13-4315-98fe-380a1a90d5dc;2025-04-08T04:43:17.000Z;13:42;NO;M;;;;;RS;;;LN;;RS;;;;;RS;;;;;RS;;;NY;;
398e76ca-c33a-43fa-81f9-5f5cb674b633;2025-04-08T04:45:22.000Z;13:44;NO;M;;;TK;;RS;;;TK, LN;;RS;;;;;RS;;;MT, NY;;RS;;;NY;;
a379365d-07b7-4bc8-98e1-22fb29efcb95;2025-04-08T04:47:21.000Z;13:46;NO;M;;;;;RS;;;LN, NR;;RS;;;LN, NY;;RS;;;;;RS;;;NY, NR;;
a8581387-e9e2-4e05-821b-c93a695a28b0;2025-04-08T04:49:17.000Z;13:48;NO;M;;;;;M;;;;;M;;;;;RS;;;;;RS;;;;;
2da67846-584f-4f9d-a90f-13deda3be1fa;2025-04-08T04:51:46.000Z;13:50;NO;RS;;;;;RS;;;;;RS;;;;;M;;;LN;;RS;;;TK;;
60f78f18-1651-4a46-a9d2-2472043ef1bc;2025-04-08T04:53:12.000Z;13:52;NO;M;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;
aad591b6-40ac-49b1-9893-05e481cdfc1f;2025-04-08T04:55:13.000Z;13:54;NO;M;;;;;RS;;;TK, LN;;RS;;;;;RS;;LN;NY;;RS;;TK;NY;;
edabc4c0-4eb2-48b6-bb10-3b8830ed0dd7;2025-04-08T04:58:26.000Z;13:57;NO;GR;LN;;NY, TK;;RS;;;TK, MT, LN;;RS;;;;;GG;LN;;NY, MT;;GG;MT, TK;;NY;TK groomingLN grooming MT;
6e1a219d-76d6-46e9-b43b-30a7d1355e37;2025-04-08T04:59:18.000Z;13:58;NO;GM;LN;;NY;;RS;;;MT, LN;;RS;;;;;RS;;;;;GM;MT;;NY;;red
63c63fab-ec11-4b1c-8383-ada23c03b115;2025-04-08T05:00:52.000Z;14:00;Yes;GM;LN;;NY;;RS;;;MT, LN;;RS;;;;;RS;;;;;GM;MT;;NY;;green
71cfd3c6-7d5d-4740-8be5-bdcb21cf63d6;2025-04-08T05:02:54.000Z;14:02;Yes;GM;LN;;NY;;RS;;;MT, LN;;RS;;;;;RS;;;;;GM;MT;;NY;;green
a7413d29-8356-48de-b0a8-e515c5c3810c;2025-04-08T05:04:52.000Z;14:04;Yes;GM;LN;;NY;;RS;;;MT, LN;;RS;;;;;RS;;;;;GM;MT;;NY;;green
70d5eba4-3926-4bd6-8ed9-a31cf99537da;2025-04-08T05:07:26.000Z;14:06;NO;M;;;;;RS;;;LN;;RS;;;;;RS;;;;;RS;;;NY;;
544919e8-276d-4d43-ac61-65907b3a21c1;2025-04-08T05:09:12.000Z;14:08;NO;RS;;;;;RS;;;LN;;RS;;;;;RS;;;;;RS;;;NY;;red
8032796e-e221-4bf6-a7bf-cd2bf208e320;2025-04-08T05:10:55.000Z;14:10;Yes;RS;;;;;RS;;;LN;;RS;;;;;RS;;;;;RS;;;NY;;green
55c97db9-5163-4180-9a05-fa34017533c3;2025-04-08T05:12:52.000Z;14:12;Yes;RS;;;;;RS;;;LN;;RS;;;;;RS;;;;;RS;;;NY;;green
131e8fae-5401-4577-a953-0d61f38659c7;2025-04-08T05:15:32.000Z;14:14;NO;RS;;;;;RS;;;LN, TK;;RS;;;;;RL;;LN;NY;;RS;;TK;NY;;red
9a29117a-781f-49ad-bcdc-6f2cecb2973d;2025-04-08T05:16:56.000Z;14:16;Yes;RS;;;;;RS;;;LN, TK;;RS;;;;;RL;;LN;NY;;RS;;TK;NY;;green
fd073bb1-9d89-4d11-909f-7969ec133172;2025-04-08T05:19:31.000Z;14:18;NO;RS;;;;;RS;;;TK, NR, LN;;GG;TK;LN;NY;;GR;NR;LN;NY;;RS;;TK, NR;NY;;red
85a5b176-0a26-4ac4-b1e6-8185430847db;2025-04-08T05:20:52.000Z;14:20;Yes;RS;;;;;RS;;;TK, NR, LN;;GG;TK;LN;NY;;GR;NR;LN;NY;;RS;;TK, NR;NY;;green
dfb2d6ef-a0d3-4827-8261-827b04f223f4;2025-04-08T05:22:54.000Z;14:22;Yes;RS;;;;;RS;;;TK, NR, LN;;GG;TK;LN;NY;;GR;NR;LN;NY;;RS;;TK, NR;NY;;green
386cb920-2c4d-4f4d-b2c8-ebcb6f5452d8;2025-04-08T05:25:43.000Z;14:24;NO;GG;NY;TK, NR, LN;;;GR;MT;NR, TK, LN;;;RL;;TK, LN, MT, NY;;;RS;;NY, MT, LN, NR;;;RS;;NY, TK, MT, NR;;;
e957d9ad-49cf-45f3-a9fa-aa5e9346cfe9;2025-04-08T05:27:42.000Z;14:26;NO;GG;NY;NR, LN;TK;;GR;MT;NR, LN;TK;;RL;;LN, MT, NY;TK;;RS;;;NY, MT, LN, NR;;RS;;NY, MT, NR;TK;;red
ba025ddf-a645-47bc-84b1-c419474bcfbd;2025-04-08T05:28:55.000Z;14:28;Yes;GG;NY;NR, LN;TK;;GR;MT;NR, LN;TK;;RL;;LN, MT, NY;TK;;RS;;;NY, MT, LN, NR;;RS;;NY, MT, NR;TK;;green
b09fc2d1-b38c-485b-9165-c6f6576d76fa;2025-04-08T05:31:22.000Z;14:30;NO;RS;;;NY;;RS;;;MT;;RL;;LN;TK;;RS;;;LN, NR;;RS;;NR;TK;;red
7eddbcca-65ef-42ee-8585-1b8453e8e79c;2025-04-08T05:32:52.000Z;14:32;Yes;RS;;;NY;;RS;;;MT;;RL;;LN;TK;;RS;;;LN, NR;;RS;;NR;TK;;green
cce3ba6d-ab33-4fa3-a92b-aebe9a076f3c;2025-04-08T05:34:57.000Z;14:34;Yes;RS;;;NY;;RS;;;MT;;RL;;LN;TK;;RS;;;LN, NR;;RS;;NR;TK;;green
a202d42b-510f-4777-b728-30b874ecb6ef;2025-04-08T05:36:55.000Z;14:36;Yes;RS;;;NY;;RS;;;MT;;RL;;LN;TK;;RS;;;LN, NR;;RS;;NR;TK;;green
2f79dfc1-f90d-4a26-946d-55283fbd9c84;2025-04-08T05:38:52.000Z;14:38;Yes;RS;;;NY;;RS;;;MT;;RL;;LN;TK;;RS;;;LN, NR;;RS;;NR;TK;;green
e150f0f3-a420-4989-b03e-abc4b5fc7628;2025-04-08T05:41:40.000Z;14:40;NO;RS;;;NY;;RS;;;MT;;GG;TK;LN;;;GR;NR;LN;;;RS;;NR, TK;;;red
c8cc01d9-cd56-47cd-b528-5b2250bb6442;2025-04-08T05:42:55.000Z;14:42;Yes;RS;;;NY;;RS;;;MT;;GG;TK;LN;;;GR;NR;LN;;;RS;;NR, TK;;;green
3611f89f-0d4b-4cfb-9eea-d7a2fa40a7fe;2025-04-08T05:45:37.000Z;14:44;NO;RS;;;NY;;RS;;;MT;;RS;;TK;LN;;RS;;NR;LN;;RS;;;NR, TK;;
01373716-7937-4fbf-9889-58dea9650342;2025-04-09T00:34:57.000Z;09:34;NO;E;;;LN, NR, NY;;E;;NR;LN, MT;;E;;NY;LN, MT;;E;;;;;RS;;;NY, MT, NR;;
172d4152-bd24-4c43-a696-0d1e58d2dfea;2025-04-09T00:36:48.000Z;09:36;NO;E;;NR;NY, LN;;E;;;NR, LN, MT;;RS;;MT;LN, NY;;M;;;;;RS;;;NY, MT, NR;;
8d5c2886-c755-4fad-9486-36e600d4eee5;2025-04-09T00:39:00.000Z;09:38;NO;RS;;;NY, TK, NR, LN;;E;;;NR, TK, MT, LN;;E;;TK, LN;MT, NY;;RS;LN;NR;MT, NY;;RS;TK;NR;NY, MT;;
aff56f0b-4636-474e-b6f8-c50d4194751f;2025-04-09T00:40:34.000Z;09:40;NO;RS;;;;;RS;;;TK, NR;;M;;;TK, NY;;RS;;;NY, NR;;RS;;;;;
0e843010-a596-48a3-81c6-3a2289cb2dbb;2025-04-09T00:42:33.000Z;09:42;NO;RS;;;NY;;E;;;MT;;M;;;TK;;M;;;NR;;RS;;;;;
2c8709c7-46d1-4fb3-a890-0ae8ed378678;2025-04-09T00:44:19.000Z;09:43;NO;RS;;;NY;;E;;;MT;;M;;;;;RS;;;;;RS;;;;;
83e9189b-9454-4dd9-8ad5-4bfe405a430e;2025-04-09T00:46:24.000Z;09:45;NO;RS;;;NY, TK;;E;;;MT;;E;;;LN;;E;;;MT;;RS;;;NR;;
9df702b6-7c01-4f67-93dd-9c3df9465af7;2025-04-09T00:48:38.000Z;09:48;NO;RS;;NY;;;E;;MT;TK;;E;;;LN;;E;;;NY;;RS;;;NR;;red
b94bd94e-af73-4d7a-9cce-3310773a7512;2025-04-09T00:50:03.000Z;09:49;Yes;RS;;NY;;;E;;MT;TK;;E;;;LN;;E;;;NY;;RS;;;NR;;green
8297f43a-0ffc-43ea-b5e6-8b4d8049a4e7;2025-04-09T00:52:36.000Z;09:52;NO;RS;;NY;;;E;;MT;;;M;;TK;;;M;;NR;;;RS;;;;;
